fid,item_id,lon,lat,Year
1481,3922,90.85,38.65,After 2000
1482,3925,-71,44.5,After 2000
1483,3926,-68.77,44.8,After 2000
1484,3927,73.7,37.45,After 2000
1485,3928,145.1,-41.63,After 2000
1486,3928,145.43,-41.47,After 2000
1487,3928,146.73,-41.39,After 2000
1488,3928,147.84,-41.34,After 2000
1489,3928,148.01,-41.22,After 2000
1490,3928,146.05,-41.18,After 2000
1491,3928,144.69,-41.07,After 2000
1492,3928,144.65,-41,After 2000
1493,3928,144.83,-40.92,After 2000
1494,3928,145.51,-40.89,After 2000
1495,3928,148.21,-40.88,After 2000
1496,3928,147.65,-40.85,After 2000
1497,3929,37.42,0.2,After 2000
1498,3929,37.31,0.22,After 2000
1499,3930,100.33,28.55,After 2000
1500,3930,101.88,29.6,After 2000
1501,3930,102.9,31.11,After 2000
1502,3930,104.16,32.91,After 2000
1503,3932,8.15,48.3,After 2000
1504,3933,86.8,28.18,After 2000
1505,3934,29.18,-26.53,After 2000
1506,3938,131.42,43,After 2000
1507,3939,-47.27,-21.03,After 2000
1508,3940,139.49,-34.41,After 2000
1509,3940,139.49,-34.36,After 2000
1510,3941,102.2,2.57,After 2000
1511,3941,101.88,6.1,After 2000
1512,3943,80.68,28.52,After 2000
1513,3945,-55.54,-29.7,After 2000
1514,3946,-89.05,17.56,After 2000
1515,3947,100.42,24.75,After 2000
1516,3947,99.05,28.32,After 2000
1517,3950,115.5,0.22,After 2000
1518,3950,115.1,0.77,After 2000
1519,3951,31.95,-28.22,After 2000
1520,3951,32.21,-27.89,After 2000
1521,3951,32.16,-27.64,After 2000
1522,3951,31.66,-27.57,After 2000
1523,3951,32.42,-27.05,After 2000
1524,3951,31.31,-24.41,After 2000
1525,3951,27.83,-24.31,After 2000
1526,3951,30.63,-24.22,After 2000
1527,3951,29.3,-22.35,After 2000
1528,3954,117.49,5.22,After 2000
1529,3954,117.41,5.35,After 2000
1530,3954,117.22,5.44,After 2000
1531,3955,-111.63,38.03,After 2000
1532,3955,-111.96,38.71,After 2000
1533,3955,-111.43,39.28,After 2000
1534,3956,136.42,-13.83,After 2000
1535,3957,115.52,-32,After 2000
1536,3958,23.88,52.75,After 2000
1537,3960,101.91,14.49,After 2000
1538,3962,-40.32,-19.1,After 2000
1539,3964,-84.71,10.47,After 2000
1540,3965,-111.1,56.4,After 2000
1541,3967,-56.153,-19.58,After 2000
1542,3968,35,-7.5,After 2000
1543,3970,145.85,-16.91,After 2000
1544,3973,-71.75,-39.42,After 2000
1545,3974,103.82,1.35,After 2000
1546,3976,139.82,38.5,After 2000
1547,3976,139.73,38.75,After 2000
1548,3976,140.2,40.5,After 2000
1549,3976,140.77,40.5,After 2000
1550,3977,31.49,-24.01,After 2000
1551,3978,31.49,-24.01,After 2000
1552,3979,34.97,32.53,After 2000
1553,3979,34.95,32.55,After 2000
1554,3979,34.99,32.56,After 2000
1555,3980,34.57,-2.33,After 2000
1556,3981,76.15,12.06,After 2000
1557,3982,99.3,28.25,After 2000
1558,3983,13.53,45.83,After 2000
1559,3983,13.58,46.13,After 2000
1560,3983,13.64,46.18,After 2000
1561,3983,12.94,46.23,After 2000
1562,3983,13.07,46.28,After 2000
1563,3983,13.18,46.47,After 2000
1564,3986,-4.49,39.4,After 2000
1565,3986,-6.03,39.84,After 2000
1566,3987,136.42,-13.83,After 2000
1567,3990,-43.25,-22.96,After 2000
1568,3994,-124.35,54.61,After 2000
1569,3995,-81.03,25.86,After 2000
1570,3996,103.73,10.51,After 2000
1571,3996,103.22,11.09,After 2000
1572,3996,103.1,11.51,After 2000
1573,3997,150.98,-23.84,After 2000
1574,4001,114.15,24.7,After 2000
1575,4002,92.37,23.57,After 2000
1576,4004,132.49,-14.08,After 2000
1577,4004,130.88,-13.28,After 2000
1578,4004,132.67,-12.42,After 2000
1579,4005,117.28,40.48,After 2000
1580,4006,100.58,-1.5,After 2000
1581,4008,-54.26,-25.93,After 2000
1582,4010,153.52,-28.58,After 2000
1583,4011,-79.37,-4.71,After 2000
1584,4012,97.22,38.55,After 2000
1585,4013,80.96,23.7,After 2000
1586,4015,80,8.43,After 2000
1587,4016,83.97,28.78,After 2000
1588,4018,52.79,29.71,After 2000
1589,4019,13,3,After 2000
1590,4022,-43,-22.46,After 2000
1591,4025,-49.25,-28.48,After 2000
1592,4026,-50.38,-29.38,After 2000
1593,4028,-55.82,-9.97,After 2000
1594,4028,-56.47,-9.88,After 2000
1595,4028,-56.47,-9.67,After 2000
1596,4030,19.08,-32.33,After 2000
1597,4030,-54.1,-25.97,After 2000
1598,4030,-54.5,-25.67,After 2000
1599,4030,23.62,-19.52,After 2000
1600,4030,49.54,-15.41,After 2000
1601,4030,102.5,-1,After 2000
1602,4030,-12.72,13.07,After 2000
1603,4030,-88.75,17.25,After 2000
1604,4030,84.33,27.5,After 2000
1605,4030,59.25,37.33,After 2000
1606,4030,-119.14,37.66,After 2000
1607,4030,-117.9,52.8,After 2000
1608,4030,29.54,70.48,After 2000
1609,4031,-106.37,33.65,After 2000
1610,4032,-96.57,39.18,After 2000
1611,4033,88.13,27.7,After 2000
1612,4034,-73.99,-42.68,After 2000
1613,4034,-73.47,-40.18,After 2000
1614,4034,-73.561663,-40.12573,After 2000
1615,4035,-49.46,-27.03,After 2000
1616,4036,113.9,-2.32,After 2000
1617,4036,113.75,-1.65,After 2000
1618,4036,114.43,0.3,After 2000
1619,4036,117.44,0.53,After 2000
1620,4036,116.84,1.09,After 2000
1621,4036,111.36,1.53,After 2000
1622,4036,117.14,1.59,After 2000
1623,4036,113.99,1.61,After 2000
1624,4038,-99.43,22.92,After 2000
1625,4039,-96.95,17.8,After 2000
1626,4039,-96.57,19.56,After 2000
1627,4040,-124.2,42.5,After 2000
1628,4040,-124.1,43.9,After 2000
1629,4041,-123.83,41.37,After 2000
1630,4047,115.95,-31.48,After 2000
1631,4050,-7.12,5.75,After 2000
1632,4051,130.73,42.83,After 2000
1633,4051,131.42,43,After 2000
1634,4054,-84.48,31.22,After 2000
1635,4055,-108.32,46.92,After 2000
1636,4055,-111.17,50.25,After 2000
1637,4056,139.99,36.83,After 2000
1638,4058,99.29,27.6,After 2000
1639,4058,99.97,28.25,After 2000
1640,4059,-4.901667,42.998333,After 2000
1641,4061,12.5,0.5,After 2000
1642,4061,10.5,2.5,After 2000
1643,4062,1.29,41.52,After 2000
1644,4062,1.25,41.54,After 2000
1645,4062,1.27,41.59,After 2000
1646,4063,16.55,53.4,After 2000
1647,4064,-42.48,-20.72,After 2000
1648,4064,-41.93,-19.96,After 2000
1649,4064,-41.81,-19.72,After 2000
1650,4064,-42.39,-19.36,After 2000
1651,4064,-41.38,-19.26,After 2000
1652,4064,-41.21,-19.21,After 2000
1653,4065,130.235556,42.54,After 2000
1654,4066,108.66,-7.72,After 2000
1655,4067,-11.35,7.54,After 2000
1656,4068,-111.63,38.03,After 2000
1657,4068,-111.96,38.71,After 2000
1658,4068,-111.43,39.28,After 2000
1659,4070,-55.52,-30.07,After 2000
1660,4071,-47.82,-21.67,After 2000
1661,4071,-47.79,-21.61,After 2000
1662,4072,17.81,-16.38,After 2000
1663,4073,-7.12,5.75,After 2000
1664,4074,20.62,-33.52,After 2000
1665,4074,21,-30,After 2000
1666,4075,-59.48,-1.8,After 2000
1667,4078,-106.45,39.12,After 2000
1668,4079,-112.82,44.36,After 2000
1669,4080,14.67,44.79,After 2000
1670,4082,4.63,52.55,After 2000
1671,4083,-81.75,7.42,After 2000
1672,4084,31.49,-24.01,After 2000
1673,4086,-48.23,-18.77,After 2000
1674,4086,-48.63,-18.35,After 2000
1675,4087,-54.1,-25.84,After 2000
1676,4087,-54.33,-25.62,After 2000
1677,4089,-88.4,17.57,After 2000
1678,4091,-42.48,-20.72,After 2000
1679,4091,-41.92,-19.97,After 2000
1680,4091,-41.81,-19.72,After 2000
1681,4091,-42.53,-19.66,After 2000
1682,4091,-42.39,-19.36,After 2000
1683,4091,-41.38,-19.26,After 2000
1684,4093,117.9,4.4,After 2000
1685,4093,117.67,4.92,After 2000
1686,4093,117.88,4.96,After 2000
1688,4093,118.65,5.27,After 2000
1689,4093,116.1,5.53,After 2000
1690,4093,118.57,5.63,After 2000
1691,4093,117.87,5.84,After 2000
1692,4093,117.92,5.88,After 2000
1687,4093,117.883333,-5.833333,After 2000
1693,4093,117.766667,-5.083333,After 2000
1694,4094,121.3,23.5,After 2000
1695,4095,-1.53,42.2,After 2000
1696,4101,31.14,-5.77,After 2000
1697,4101,11.47,-3.91,After 2000
1698,4101,9.48,-2.09,After 2000
1699,4101,29.68,-1.02,After 2000
1700,4101,30.46,0.52,After 2000
1701,4101,31.55,1.72,After 2000
1702,4101,9.95,2.24,After 2000
1703,4101,9.98,2.35,After 2000
1704,4101,13,3,After 2000
1705,4101,13.15,3.42,After 2000
1706,4101,24.69,4.32,After 2000
1707,4101,8.83,5.08,After 2000
1708,4101,-7.73,5.41,After 2000
1709,4101,-8.41,5.41,After 2000
1710,4101,-7.29,5.84,After 2000
1711,4101,11.7,7.56,After 2000
1712,4101,-8.42,7.64,After 2000
1713,4101,-11.2,11.6,After 2000
1714,4101,-12.29,13.18,After 2000
1715,4103,103.72,31.07,After 2000
1716,4106,77.52,27.17,After 2000
1717,4107,8.2,47.2,After 2000
1718,4108,-80.67,28.52,After 2000
1719,4109,102.47,4.7,After 2000
1720,4110,98.48,16.37,After 2000
1721,4110,97.66,17.68,After 2000
1722,4110,97.64,17.75,After 2000
1723,4110,97.15,17.82,After 2000
1724,4110,97.14,18.04,After 2000
1725,4110,97.17,18.08,After 2000
1726,4111,-80.88,-5.54,After 2000
1727,4111,-80.68,-5.53,After 2000
1728,4111,-80.57,-4.1,After 2000
1729,4111,-80.15,-3.54,After 2000
1730,4111,-80.48,-3.5,After 2000
1731,4111,-82.7,9.62,After 2000
1732,4112,23.65,-19.5,After 2000
1733,4113,89.58,26.65,After 2000
1734,4114,98.58,9.17,After 2000
1735,4115,107,14.33,After 2000
1736,4116,75.68,12.86,After 2000
1737,4117,89.5,27,After 2000
1738,4118,-40.9,-5.14,After 2000
1739,4119,84.33,27.5,After 2000
1740,4120,114.83,-3.69,After 2000
1741,4120,114.95,-3.51,After 2000
1742,4121,46.95,-16.15,After 2000
1743,4122,-113.06,53.38,After 2000
1744,4123,126,-26,After 2000
1745,4124,-120.39,48.55,After 2000
1746,4127,-78.23,-1.13,After 2000
1747,4130,103.33,11.78,After 2000
1748,4131,-120.47,34.68,After 2000
1749,4132,-157.81,21.34,After 2000
1750,4132,-157.87,21.38,After 2000
1751,4132,-158.08,21.44,After 2000
1752,4132,-158.18,21.54,After 2000
1753,4133,-83.01,40,After 2000
1754,4134,-80,43,After 2000
1755,4137,-113.41,39.93,After 2000
1756,4137,-114.02,40.53,After 2000
1757,4137,-112.16,40.77,After 2000
1758,4137,-112.14,41.09,After 2000
1759,4139,-1.93,42.56,After 2000
1760,4140,-67.64,-5.77,After 2000
1761,4140,-67.43,-5.27,After 2000
1762,4143,24.5,-18.67,After 2000
1763,4143,25.26,-17.79,After 2000
1764,4143,25.17,-17.79,After 2000
1765,4144,-82.4,39.3,After 2000
1766,4144,-82,39.5,After 2000
1767,4145,-99.6,19.01,After 2000
1768,4146,-92.820114,15.315617,After 2000
1769,4148,31.95,-28.219853,After 2000
1770,4151,-67.97,-34.03,After 2000
1771,4152,-136.09,59.53,After 2000
1772,4154,-93.33,14.72,After 2000
1773,4155,-101.66,18.7,After 2000
1774,4155,-101.67,18.71,After 2000
1775,4155,-101.65,18.71,After 2000
1776,4156,-91.5,16.83,After 2000
1777,4157,-110.68,43.43,After 2000
1778,4157,-110.7,43.83,After 2000
1779,4161,24,6.3,After 2000
1780,4162,39,13.28,After 2000
1781,4163,30.4,0.5,After 2000
1782,4166,-88.57,33.65,After 2000
1783,4167,-121.05,46.8,After 2000
1784,4168,34.57,31.49,After 2000
1785,4170,30.41,-23.31,After 2000
1786,4170,30.39,-23.15,After 2000
1787,4172,-104.3,19.58,After 2000
1788,4175,-124.42,54.67,After 2000
1789,4176,-1.67,37.78,After 2000
1790,4177,101.5,23.95,After 2000
1791,4178,108.08,25.29,After 2000
1792,4179,-67.38,-1.82,After 2000
1793,4183,-105.33,39.85,After 2000
1794,4184,-71.8,-39.25,After 2000
1795,4187,32.2,-27.36,After 2000
1796,4190,-93.8,16.65,After 2000
1797,4191,138.47,-23.77,After 2000
1798,4192,-93.94,32.25,After 2000
1799,4193,13.38,48.97,After 2000
1800,4194,31.98,-26.18,After 2000
1801,4194,31.98,-26.15,After 2000
1802,4196,-67.64,-5.77,After 2000
1803,4198,175.56,-38.04,After 2000
1804,4199,-39.22,-13.78,After 2000
1805,4200,116,4,After 2000
1806,4200,117,5,After 2000
1807,4200,118,5,After 2000
1808,4201,-49.33,-28.17,After 2000
1809,4201,-49.67,-28.17,After 2000
1810,4201,-49.63,-28.08,After 2000
1811,4201,-49.38,-27.92,After 2000
1812,4202,-68,-55,After 2000
1813,4203,-109,30,After 2000
1814,4203,-109,30,After 2000
1815,4203,-109,30.5,After 2000
1816,4203,-109,31.5,After 2000
1817,4203,-109,31.7,After 2000
1818,4203,-109,31.8,After 2000
1819,4204,-90.66,46.97,After 2000
1820,4206,-69.75,-11.5,After 2000
1821,4206,-89.17,17.33,After 2000
1823,4207,-81.4,24.73,After 2000
1822,4207,-81.35,24.67,After 2000
1824,4208,29.68,-1.02,After 2000
1825,4210,-89.08,16.22,After 2000
1826,4212,166.63,19.3,After 2000
1827,4215,-118.75,35.03,After 2000
1828,4216,30.53,41.1,After 2000
1829,4220,30.41,-23.31,After 2000
1830,4220,30.39,-23.15,After 2000
1831,4221,-80.15,26.06,After 2000
1832,4222,82.5,20.25,After 2000
1833,4223,90.4,27.4,After 2000
1834,4225,-76.45,42.46,After 2000
1835,4229,-8.85,41.8,After 2000
1836,4232,147.9,-42.93,After 2000
1837,4233,-79.27,-5.16,After 2000
1838,4234,-82.81,34.69,After 2000
1839,4238,-82.45,35.27,After 2000
1840,4238,-78.71,35.81,After 2000
1841,4239,119.44,-22.45,After 2000
1842,4242,108.67,35.6,After 2000
1843,4243,-51.6,0.92,After 2000
1844,4245,-79,35.14,After 2000
1845,4246,-2.43,37.23,After 2000
1846,4247,150.76,-33.95,After 2000
1847,4248,-80.65,28.52,After 2000
1848,4249,-75.21,-1.59,After 2000
1849,4251,86.3,21.2,After 2000
1850,4252,34.57,-2.33,After 2000
1851,4253,-83.5,10.54,After 2000
1852,4254,-42.58,-14.54,After 2000
1853,4254,-42.64,-14.01,After 2000
1854,4254,-42.67,-13.88,After 2000
1855,4254,-42.67,-13.86,After 2000
1856,4256,-85.65,10.8,After 2000
1857,4257,45.9,19.34,After 2000
1858,4258,48.71,38.63,After 2000
1859,4261,82.37,20.12,After 2000
1860,4262,78.44,19.92,After 2000
1861,4263,81.5,28.38,After 2000
1862,4265,77.58,12.8,After 2000
1863,4266,129.35,28.27,After 2000
1864,4267,11.82,43.8,After 2000
1865,4268,110.22,1.12,After 2000
1866,4269,112.17,1.52,After 2000
1867,4269,109.79,1.72,After 2000
1868,4269,113.05,2.27,After 2000
1869,4271,139.12,36.37,After 2000
1870,4275,-83.52,33.23,After 2000
1871,4275,-83.49,33.39,After 2000
1872,4280,32.13,-23.87,After 2000
1873,4281,-37,-6,After 2000
1874,4282,-102.31,18.17,After 2000
1875,4282,-102.79,18.33,After 2000
1876,4283,80.8,6.8,After 2000
1877,4284,-52.81,5.21,After 2000
1878,4285,10.42,-2.43,After 2000
1879,4286,75.67,13.47,After 2000
1880,4287,116.95,4.77,After 2000
1881,4288,117.69,5.1,After 2000
1882,4288,117.56,5.17,After 2000
1883,4289,-78.15,-0.33,After 2000
1884,4289,-77.96,0.11,After 2000
1885,4289,-78.31,0.14,After 2000
1886,4289,-78,0.19,After 2000
1887,4289,-78,0.8,After 2000
1888,4290,18.43,-33.97,After 2000
1890,4291,-81.4,24.73,After 2000
1891,4291,-80.37,25.18,After 2000
1892,4291,-80.32,25.27,After 2000
1889,4291,-81.35,24.67,After 2000
1893,4292,1.52,11.05,After 2000
1894,4293,144.65,-37.22,After 2000
1895,4294,10.57,-2.32,After 2000
1896,4295,-112.82,53.21,After 2000
1897,4297,7.23,61.18,After 2000
1898,4298,-93,16,After 2000
1899,4299,-54.43,-25.68,After 2000
1900,4300,-107,33.33,After 2000
1901,4303,-116.5,52,After 2000
1902,4305,-3.72,50.6,After 2000
1903,4306,-70,-54,After 2000
1904,4307,101.3,21.89,After 2000
1905,4308,119.18,27.83,After 2000
1906,4311,-54.43,-25.68,After 2000
1907,4311,-45.53,-22.7,After 2000
1908,4312,13,3,After 2000
1909,4313,-76.17,-0.62,After 2000
1910,4314,-76.01,-1.71,After 2000
1911,4314,-77.12,-1.01,After 2000
1912,4314,-76,-0.71,After 2000
1913,4314,-76.45,-0.67,After 2000
1914,4315,130.523889,30.343889,After 2000
1915,4317,-49.95,-25.06,After 2000
1916,4318,-88.66,16.72,After 2000
1917,4319,-88.26,15.54,After 2000
1918,4322,-6.87,38,After 2000
1919,4327,1.02,42.43,After 2000
1920,4333,-71.32,-41.13,After 2000
1921,4335,-39.75,-19.27,After 2000
1922,4336,-57.17,-28.53,After 2000
1923,4337,8.55,47.37,After 2000
1924,4341,-3.18,51.48,After 2000
1925,4343,96,28.25,After 2000
1926,4346,-50.38,-29.4,After 2000
1927,4348,-87.1,21.6,After 2000
1928,4349,40.61,39.4,After 2000
1929,4350,153.25,-24.7,After 2000
1930,4351,150.01,-31.13,After 2000
1931,4354,128.07,41.73,After 2000
1932,4355,-57.38,-17.72,After 2000
1933,4356,-69.45,-9.05,After 2000
1934,4357,-47.63,-22.7,After 2000
1935,4358,-47.79,-24.12,After 2000
1936,4359,-46.52,-23.49,After 2000
1937,4360,-49.17,-22.77,After 2000
1938,4360,-47.42,-21.82,After 2000
1939,4360,-47.48,-21.73,After 2000
1940,4360,-47.67,-21.5,After 2000
1941,4360,-48.08,-21.17,After 2000
1942,4360,-48.45,-20.95,After 2000
1943,4360,-47.37,-20.18,After 2000
1944,4361,-113.92,49.05,After 2000
1945,4361,-116,51.5,After 2000
1946,4362,108.27,50.66,After 2000
1947,4365,30.19,-31.08,After 2000
1948,4365,30.8,-30.2,After 2000
1949,4366,-3.43,37.38,After 2000
1950,4367,32.48,56.43,After 2000
1951,4368,90.76,26.9,After 2000
1952,4371,140.66,-30.53,After 2000
1953,4372,55.61,25.61,After 2000
1954,4373,-47.79,-24.12,After 2000
1955,4374,75.91,28.58,After 2000
1956,4375,84.33,27.5,After 2000
1957,4376,56.11,24.76,After 2000
1958,4377,-45,-21.25,After 2000
1959,4378,-72.3,7.3,After 2000
1960,4379,-71.05,10.17,After 2000
1961,4379,-71.02,10.22,After 2000
1962,4380,-107.05,25.96,After 2000
1963,4381,23.05,54,After 2000
1964,4384,-51.72,-18.92,After 2000
1965,4387,-69.07,5.85,After 2000
1966,4388,72.73,21.13,After 2000
1967,4389,-8.94,42.38,After 2000
1968,4390,47.42,-21.13,After 2000
1969,4390,36.89,-7.84,After 2000
1970,4390,29.66,-1.08,After 2000
1971,4390,16.6,2.52,After 2000
1972,4390,102.31,2.98,After 2000
1973,4390,8.85,5.07,After 2000
1974,4390,104,18.32,After 2000
1975,4391,10.32,32.63,After 2000
1976,4391,11.24,32.71,After 2000
1977,4393,150.73,-33.61,After 2000
1978,4395,20.36,63.64,After 2000
1979,4395,20.34,63.65,After 2000
1980,4396,99.25,15.42,After 2000
1981,4397,109.64,2.03,After 2000
1982,4398,116.57,4.37,After 2000
1983,4398,115.72,4.75,After 2000
1984,4398,116.88,4.78,After 2000
1985,4398,117.43,5.07,After 2000
1986,4398,117.65,5.12,After 2000
1987,4398,118.7,5.23,After 2000
1988,4399,170.52,-44.77,After 2000
1989,4400,-10.72,22.46,After 2000
1990,4401,-102.68,19.55,After 2000
1991,4403,-73.22,-37.84,After 2000
1992,4405,90.93,26.72,After 2000
1993,4406,81.53,30.23,After 2000
1994,4407,76.47,11.13,After 2000
1995,4408,169.38,-45.95,After 2000
1996,4409,175.12,-37.3,After 2000
1997,4410,172.71,-43.66,After 2000
1998,4414,22.67,51,After 2000
1999,4415,-111.15,28.07,After 2000
2000,4416,-98.12,18.78,After 2000
2001,4417,-102.97,21.36,After 2000
2002,4418,-102.68,19.55,After 2000
2003,4420,11.74,43.96,After 2000
2004,4421,56.27,25.4,After 2000
2005,4423,49.84,37,After 2000
2006,4424,-51.38,-28.23,After 2000
2007,4426,23.17,41.8,After 2000
2008,4427,22.52,42.16,After 2000
2009,4428,9.83,-1.92,After 2000
2010,4429,110.19,1.6,After 2000
2011,4430,40.25,55.57,After 2000
2012,4430,37.98,58.58,After 2000
2013,4431,-57.5,-18.17,After 2000
2014,4432,9.83,-1.92,After 2000
2015,4433,131.42,43,After 2000
2016,4437,-39.75,-19.1,After 2000
2017,4438,-48.7,-17.79,After 2000
2018,4442,107.26,-6.95,After 2000
2019,4443,107.24,-6.95,After 2000
2020,4444,107.21,-6.96,After 2000
2021,4446,129.3,36.76,After 2000
2022,4446,129.32,36.85,After 2000
2023,4447,76.45,11.58,After 2000
2024,4449,-2.43,37.23,After 2000
2025,4454,-39.75,-19.1,After 2000
2026,4455,117.32,5.23,After 2000
2027,4455,117.18,5.28,After 2000
2028,4455,117.38,5.33,After 2000
2029,4456,88,27,After 2000
2030,4457,105.33,-6.75,After 2000
2031,4458,84.33,27.47,After 2000
2032,4459,104.33,-5.43,After 2000
2033,4460,81.5,28.38,After 2000
2034,4461,-56.09,-9.89,After 2000
2035,4461,-71.97,-8.92,After 2000
2036,4461,-56.63,-4.44,After 2000
2037,4461,-51.68,1.34,After 2000
2038,4462,98.42,24.66,After 2000
2039,4464,-111.5,40.03,After 2000
2040,4465,-100.41,18.84,After 2000
2041,4466,111.15,1.43,After 2000
2042,4466,110.26,1.62,After 2000
2043,4466,112.3,1.66,After 2000
2044,4466,109.64,1.99,After 2000
2045,4466,113.69,2.23,After 2000
2046,4466,115.22,3.3,After 2000
2047,4466,114.23,3.77,After 2000
2048,4466,115.49,3.83,After 2000
2049,4466,114.88,4.1,After 2000
2050,4466,114.06,4.18,After 2000
2051,4466,115.71,4.36,After 2000
2052,4466,115.47,4.3889,After 2000
2053,4466,116.18,4.67,After 2000
2054,4466,116.94,4.73,After 2000
2055,4466,117.73,5.02,After 2000
2056,4466,116.97,5.08,After 2000
2057,4467,-42.48,-20.72,After 2000
2058,4467,-42,-20.12,After 2000
2059,4467,-42.6,-19.75,After 2000
2060,4467,-41.81,-19.72,After 2000
2061,4467,-42.39,-19.36,After 2000
2062,4467,-41.38,-19.26,After 2000
2063,4468,15.9,-18.95,After 2000
2064,4470,-7.12,5.75,After 2000
2065,4471,150.05,-35.87,After 2000
2066,4472,-36.55,-5.74,After 2000
2067,4474,-116.05,50.88,After 2000
2068,4474,-116.49,51.4,After 2000
2069,4474,-116,51.5,After 2000
2070,4475,-76.47,-2.7,After 2000
2071,4480,-68.83,-36.17,After 2000
2072,4481,-39.75,-19.1,After 2000
2073,4482,75.04,34.14,After 2000
2074,4483,-97.4,18.21,After 2000
2075,4488,-43.94,-21.98,After 2000
2076,4488,-43.93,-21.74,After 2000
2077,4490,39.82,-3.27,After 2000
2078,4490,41.07,-1.88,After 2000
2079,4491,24.57,41.6,After 2000
2080,4493,130.5,31.47,After 2000
2081,4496,-48.86,-27.83,After 2000
2082,4496,-49.18,-27.68,After 2000
2083,4496,-53.9,-27.2,After 2000
2084,4496,-48.9,-27.1,After 2000
2085,4496,-48.9,-27.1,After 2000
2086,4496,-52.61,-26.91,After 2000
2087,4496,-51.97,-26.76,After 2000
2088,4497,-80.65,28.57,After 2000
2089,4497,-80.69,28.64,After 2000
2090,4498,7.75,47.45,After 2000
2091,4499,31.95,-28.22,After 2000
2092,4499,32.25,-27.65,After 2000
2093,4499,-6.5,37,After 2000
2094,4499,-2.96,37.94,After 2000
2095,4499,-3.83,38.37,After 2000
2096,4499,-4.49,39.38,After 2000
2097,4499,-5,43,After 2000
2098,4500,-96.03,17.25,After 2000
2099,4501,49.2,-17.93,After 2000
2100,4502,14.73,11.33,After 2000
2102,4503,-44.23,-23.15,After 2000
2101,4503,-44.29,-23.18,After 2000
2103,4504,-81.03,25.86,After 2000
2104,4505,-47.06,-23.38,After 2000
2105,4507,-87.8,41.8,After 2000
2106,4510,-84,36,After 2000
2107,4511,-81.821667,29.17,After 2000
2108,4511,-81.9799,29.95,After 2000
2109,4511,-84.25,30.12,After 2000
2110,4511,-81.86,30.15,After 2000
2111,4511,-86.542222,30.49,After 2000
2112,4514,52.11,35.96,After 2000
2113,4518,75.83,25.48,After 2000
2114,4519,80.94,23.82,After 2000
2115,4521,92.37,23.66,After 2000
2116,4522,101.2,0.29,After 2000
2117,4525,-121.9,39.3,After 2000
2118,4526,76.5,26.02,After 2000
2119,4528,-94.35,18.12,After 2000
2120,4528,-95.01,18.48,After 2000
2121,4530,72,35,After 2000
2122,4531,-48.76,-1.93,After 2000
2123,4532,1.52,11.05,After 2000
2124,4536,-145.85,63.52,After 2000
2125,4536,-146.66,63.82,After 2000
2126,4537,-81.74,33.2,After 2000
2127,4538,137.42,-24.57,After 2000
2128,4539,20.05,-33.6,After 2000
2129,4539,20.39,-33.34,After 2000
2130,4540,-124.24,54.49,After 2000
2131,4541,-116.05,50.88,After 2000
2132,4541,-116.49,51.4,After 2000
2133,4541,-116,51.5,After 2000
2134,4543,153.14,-25.18,After 2000
2135,4545,51.73,35.83,After 2000
2136,4547,34.57,-2.33,After 2000
2137,4548,10.93,46.11,After 2000
2138,4549,-7.12,5.75,After 2000
2139,4550,-79.85,9.15,After 2000
2140,4551,-42.55,-8.67,After 2000
2141,4553,-78.16,38.89,After 2000
2142,4554,-67.43,-5.27,After 2000
2143,4554,-59.46,-1.2,After 2000
2144,4555,-61.66,-3.42,After 2000
2145,4555,-59.24,-1.81,After 2000
2146,4555,-59.43,0.8,After 2000
2147,4555,-61.71,3.63,After 2000
2148,4557,-108.2,39.92,After 2000
2149,4558,30.12,-21.5,After 2000
2150,4559,92.25,23.33,After 2000
2151,4560,-47.9,-21.03,After 2000
2152,4561,103.1,31.02,After 2000
2153,4562,103.1,31.02,After 2000
2154,4563,-71.22,-16.1,After 2000
2155,4564,-40.1,-18.97,After 2000
2156,4566,-91.59,17.32,After 2000
2157,4571,98.63,8.18,After 2000
2158,4573,-78.35,38.53,After 2000
2159,4574,98.41,27.9,After 2000
2160,4575,86.8,28.18,After 2000
2161,4576,80,42,After 2000
2162,4577,73.5,38.5,After 2000
2163,4578,112.66,-5.79,After 2000
2164,4579,-88.73,17.74,After 2000
2165,4579,-88.66,17.75,After 2000
2166,4580,-155.2,19.38,After 2000
2167,4582,-42,-18,After 2000
2168,4583,23.17,-19.17,After 2000
2169,4584,-8.71,42.23,After 2000
2170,4586,138.85,35.45,After 2000
2171,4588,-3.83,38.37,After 2000
2172,4589,-100.41,18.84,After 2000
2173,4591,-106.54,32.69,After 2000
2174,4592,101,1,After 2000
2175,4592,102,1,After 2000
2176,4592,101,1.5,After 2000
2177,4592,116,1.5,After 2000
2178,4592,114,2,After 2000
2179,4592,117,4.5,After 2000
2180,4592,101,5,After 2000
2181,4592,96,5,After 2000
2182,4592,106,12,After 2000
2183,4592,107,12,After 2000
2184,4592,107,12,After 2000
2185,4592,107,12,After 2000
2186,4592,99.5,12,After 2000
2187,4592,106.5,12.5,After 2000
2188,4592,106.5,13,After 2000
2189,4592,105.5,13.5,After 2000
2190,4592,104.5,14,After 2000
2191,4592,105,14,After 2000
2192,4592,105,14,After 2000
2193,4592,105.5,14,After 2000
2194,4592,106,14,After 2000
2195,4592,106.5,14,After 2000
2196,4592,106.5,14,After 2000
