item_id,lon,lat
"4496",-49.18,-27.68
"4194",31.98,-26.18
"3668",22.98,0.42
"4897",-90.47,14.2
"2736",-89.25,17.32
"5794",-89.62,17.22
"4194",31.98,-26.15
"2736",-89.28,17.42
"4705",103.67,11.43
"4206",-89.17,17.33
"4858",32.25,-26.88
"4897",-90.84,14.51
"7276",-53.83,-25.5
"3544",107.79,-7.14
"6269",107.77,-7.1
"3544",107.72,-7.22
"4120",114.83,-3.69
"4444",107.21,-6.96
"16",-84.98,15.58
"4858",32.43,-27.03
"4841",32.58,-27.64
"4025",-49.25,-28.48
"3544",107.23,-6.95
"4443",107.24,-6.95
"4442",107.26,-6.95
"4120",114.95,-3.51
"3951",32.42,-27.05
"5233",-48.916667,-27.583333
"6397",-84.79,15.54
"258",106.96,22.47
"4294",10.57,-2.32
"4705",104.06,11.91
"4496",-48.9,-27.1
"5960",90.72,25.33
"6083",-48.95,-27.45
"823",107.76,-7.28
"6115",90.87,25.42
"5143",-89.25,17.75
"6397",-86.67,15.67
"2736",-89.77,17.58
"4496",-51.97,-26.76
"4496",-48.86,-27.83
"4030",-88.75,17.25
"4428",9.83,-1.92
"6925",-48.81,-27.91
"946",96.56,26.44
"3668",9.04,6.26
"7384",96.58,26.5
"4030",-54.1,-25.97
"6507",-98.64,20.69
"4030",-54.5,-25.67
"4087",-54.1,-25.84
"5424",32.39,-28.19
"896",-84.43,14.63
"6762",-48.85,-27.43
"5117",-54.45,-25.68
"2103",-90.89,17.43
"1409",-54.43,-25.68
"5586",-56.3,-23.83
"5755",-89.58,17.74
"7254",-54,-27
"4688",4.38,6.85
"6156",-53.96,-26.99
"5627",-98.83,22.33
"5424",32.52,-26.9
"6369",-98.94,22.27
"3861",-54.26,-25.93
"4858",32.51,-28.2
"4496",-52.61,-26.91
"3668",9.48,-2.09
"3946",-89.05,17.56
"5459",-90.05,17.18
"4285",10.42,-2.43
"4087",-54.33,-25.62
"3315",97.3,25.38
"3754",-89.04,17.56
"2736",-90,17.5
"4897",-91.74,14.65
"7317",95.55,25.38
"6762",-48.64,-27.86
"4897",-91.8,14.67
